"","Site ID","Site Name","Longitude","Latitude","Region","Activation Date","Deactivation Date"
"657","48_355_0017","Pipe Line Sign Navigation Boulevard","-97.429167","27.825",14,"1-Jan-73","31-Dec-76"
"658","48_355_0019","Old Galveston Road","-97.433333","27.789444",14,"1-Jan-73","31-Dec-81"
"659","48_355_0020","NAVIGATION","-97.454167","27.806944",14,"1-Jan-73","30-Sep-02"
"660","48_355_0021","Horne Road","-97.428611","27.757778",14,"1-Jan-77","31-Dec-79"
"661","48_355_0022","West Guth Park","-97.5525","27.833889",14,"1-Jan-77","31-Dec-81"
"662","48_355_0023","Navigation Blvd","-97.445556","27.824722",14,"1-Jan-80","31-Dec-88"
"663","48_355_0024","Leopard Street","-97.5875","27.847222",14,"1-Jan-80","30-Jun-88"
"664","48_355_0025","Corpus Christi West","-97.4342619","27.7653399",14,"1-Jan-81",""
"665","48_355_0026","Corpus Christi Tuloso","-97.5553798","27.8324089",14,"1-Jan-84",""
"666","48_355_0029","Corpus Christi Hillcrest","-97.419258","27.8075444",14,"1-Nov-94",""
"667","48_355_0030","CORPUS CHRISTI POTH","-97.434444","27.807778",14,"22-Jul-93","4-Oct-98"
"668","48_355_0032","Corpus Christi Huisache","-97.4315816","27.8045054",14,"6-Aug-97",""
"669","48_355_0034","Dona Park","-97.4657031","27.8118166",14,"31-Jan-01",""
"670","48_355_0035","Oak Park","-97.433889","27.798889",14,"2-Dec-04","23-May-16"
"671","48_355_0036","Port Grain Elevator","-97.4197222","27.8175",14,"1-Dec-04","23-May-16"
"672","48_355_0037","J.I Hailey","-97.4325","27.8244444",14,"30-Nov-04","23-May-16"
"673","48_355_0038","Inner Harbor","-97.5255556","27.8452778",14,"29-Nov-04","15-May-12"
"674","48_355_0039","FHR Easement","-97.5288889","27.8272222",14,"29-Nov-04","23-May-16"
"675","48_355_0041","Solar Estates","-97.5436111","27.8291667",14,"1-Dec-04","31-May-17"
"676","48_355_0083","Corpus Christi Palm","-97.4198783","27.8028877",14,"18-May-10",""
"677","48_355_0660","Holly Road","-97.3875","27.703056",14,"18-Jan-06",""
"678","48_355_0664","Violet","-97.619444","27.757778",14,"12-Jan-06",""
"679","48_355_1024","Williams Park","-97.4137626","27.8038056",14,"8-Aug-05",""
"680","48_361_0001","Orange 7th at Elm","-93.736111","30.096667",10,"1-Jan-66","31-Dec-71"
"681","48_361_0002","Orange Health Department","-93.736111","30.096667",10,"1-Jan-67","31-Dec-76"
"682","48_361_1001","West Orange","-93.7613411","30.0852629",10,"1-Jan-74",""
"683","48_361_1083","Orange 1st Street","-93.725897","30.153675",10,"3-Oct-16",""
"684","48_361_1100","SETRPC 42 Mauriceville","-93.8672365","30.1945576",10,"1-Jan-99",""
"685","48_363_1502","Mineral Wells 23rd Street","-98.091641","32.818671",4,"21-Aug-13",""
"686","48_365_0627","Panola C627","-94.051667","32.355556",5,"5-Jul-04","30-Oct-06"
"687","48_367_0080","Weatherford Agricultural College","-97.831944","32.761111",4,"1-Jun-88","31-Dec-88"
"688","48_367_0081","Parker County","-97.9059308","32.8687727",4,"26-Jul-00",""
"689","48_367_1506","Weatherford Highway 180","-97.730285","32.758655",4,"13-Oct-13",""
"690","48_373_9001","C1027-Alabama-Coushatta-TX","-94.673889","30.701667",10,"13-Apr-05","17-Oct-08"
"691","48_375_0001","Northwest Texas Hospital","-101.858333","35.214722",1,"1-Jan-61","31-Dec-71"
"692","48_375_0002","City-County Health Unit","-101.860833","35.212778",1,"1-Jan-69","21-Apr-88"
"693","48_375_0003","Air Terminal Fire Station","-101.711944","35.213333",1,"1-Jan-75","1-Jan-77"
"694","48_375_0004","Van Buren &amp; 4th","-101.840278","35.21",1,"6-Sep-90","9-Jul-96"
"695","48_375_0005","AMARILLO DOWNTOWN","-101.831944","35.209444",1,"12-Jul-96","11-Apr-05"
"696","48_375_0024","Amarillo SH 136","-101.7156402","35.2802728",1,"25-Apr-10",""
"697","48_375_0320","Amarillo A&amp;M","-101.9092746","35.2015922",1,"12-Apr-05",""
"698","48_375_1025","Amarillo 24th Avenue","-101.787405","35.236736",1,"16-Oct-13",""
"699","48_375_1077","Amarillo Xcel El Rancho","-101.7418","35.3165",1,"16-Dec-16",""
"700","48_387_0648","Clarksville NTRD C648","-95.06","33.619722",5,"26-Jul-05","15-Dec-06"
"701","48_395_1076","Franklin Oak Grove","-96.481944","31.168889",9,"13-Oct-16",""
"702","48_397_0001","Rockwall Heath","-96.4592108","32.936523",4,"8-Aug-00",""
"703","48_397_0081","East Fate Main Place","-96.369444","32.943056",4,"1-Jun-88","31-Dec-88"
"704","48_405_0646","San Augustine Airport NTRD","-94.170278","31.539444",10,"27-Jul-05","15-Dec-06"
"705","48_409_0001","SFA Elementary","-97.291667","27.923611",14,"1-Jan-77","31-Dec-79"
"706","48_409_0002","Odem","-97.588889","27.940556",14,"1-Jan-81","1-Jan-85"
"707","48_409_0659","Aransas Pass","-97.148611","27.886667",14,"22-Jan-06","30-May-16"
"708","48_409_0685","Ingleside","-97.249167","27.901667",14,"29-Jun-07",""
"709","48_409_0686","Odem-SEP","-97.538056","27.924722",14,"11-Dec-06","30-May-16"
"710","48_409_0687","Taft-SEP","-97.408611","27.923333",14,"7-May-07","30-May-16"
"711","48_411_0653","Millpond PK San Saba","-98.711944","31.187222",9,"3-Sep-05","7-Mar-06"
"712","48_415_0001","Snyder Water Purification Plant","-100.910556","32.706667",3,"1-Jan-76","1-Jan-79"
"713","48_423_0001","USEPA-484230001","-95.3075","32.355833",5,"1-Jan-63","31-Dec-69"
"714","48_423_0002","Tyler Fire Station","-95.3","32.3525",5,"1-Jan-69","4-Apr-87"
"715","48_423_0003","South Vine Street","-95.326389","32.351389",5,"5-Apr-90","27-Jul-96"
"716","48_423_0004","at Tyler Airport","-95.409722","32.358056",5,"4-Nov-97","18-May-00"
"717","48_423_0005","WINONA ELEMENTARY SCHOOL","-95.183333","32.492222",5,"20-Jun-94","19-Mar-97"
"718","48_423_0006","Teague","-95.265556","32.338611",5,"1-Aug-96","30-Dec-96"
"719","48_423_0007","Tyler Airport Relocated","-95.4157515","32.3440079",5,"25-May-00",""
"720","48_439_0001","South Collin","-97.096667","32.703056",4,"1-Jan-72","31-Dec-76"
"721","48_439_0002","Arlington City Hall Annex","-97.115833","32.736667",4,"1-Jan-72","31-Dec-75"
"722","48_439_0003","Randol Mill Park","-97.135833","32.756389",4,"1-Jan-72","31-Dec-73"
"723","48_439_0004","Randol Mill Park Fire Station","-97.053889","32.75",4,"1-Jan-72","31-Dec-84"
"724","48_439_0005","Arlington Municipal Airport 1977-81","-97.1","32.663889",4,"1-Jan-77","31-Dec-81"
"725","48_439_0006","Azle Avenue","-97.383333","32.803056",4,"1-Jan-69","31-Dec-81"
"726","48_439_0007","Schwartz","-97.331944","32.798611",4,"1-Jan-69","31-Dec-80"
"727","48_439_0008","Eagle","-97.295","32.779722",4,"1-Jan-69","31-Dec-71"
"728","48_439_0009","Dean Road","-97.412222","32.735278",4,"1-Jan-69","31-Dec-70"
"729","48_439_0010","Meadowbrook","-97.261667","32.745833",4,"1-Jan-69","31-Dec-70"
"730","48_439_0011","Handley","-97.218056","32.734167",4,"1-Jan-69","31-Dec-80"
"731","48_439_0012","Avenue I","-97.275556","32.728333",4,"1-Jan-69","31-Dec-80"
"732","48_439_0013","Wilbarger","-97.250556","32.698611",4,"1-Jan-69","31-Dec-71"
"733","48_439_0014","Witchita","-97.28","32.695",4,"1-Jan-69","31-Dec-70"
"734","48_439_0015","Lipscomb","-97.332778","32.726111",4,"1-Jan-69","30-Jun-71"
"735","48_439_0016","Felix","-97.3225","32.676389",4,"1-Jan-70","31-Dec-78"
"736","48_439_0017","Hulen","-97.395","32.657778",4,"1-Jan-69","31-Dec-80"
"737","48_439_0018","University Drive","-97.350556","32.738056",4,"1-Jan-71","31-Dec-71"
"738","48_439_0019","Cherry Lane","-97.455556","32.734722",4,"1-Jan-71","30-Jun-81"
"739","48_439_0020","Geddes","-97.412778","32.728333",4,"1-Jan-75","31-Dec-75"
"740","48_439_0021","Cherry Street","-97.335","32.716111",4,"1-Jan-71","20-Apr-78"
"741","48_439_0022","Commerce Fire Station","-97.329722","32.755",4,"1-Jan-72","18-Apr-78"
"742","48_439_0023","Worth Heights Elementary","-97.321944","32.695278",4,"1-Jan-82","30-Dec-96"
"743","48_439_0024","Azle Fire Station","-97.383333","32.803333",4,"1-Jan-80","30-Dec-87"
"744","48_439_0025","Cherry Lane 2","-97.452778","32.725",4,"1-Jan-80","13-Feb-84"
"745","48_439_0026","Wesleyan Avenue","-97.279167","32.732778",4,"30-Oct-80","23-Dec-87"
"746","48_439_0029","EAST OF FAA &amp; AMERICAN INTERSECTION","-97.063889","32.831389",4,"21-Apr-88","7-Mar-00"
"747","48_439_0057","Arlington Office","-97.093611","32.706944",4,"19-Feb-98","11-Jul-01"
"748","48_439_0060","NE OF DIAZ AVE &amp; GUILFORD RD. INTERSECTION","-97.412778","32.728056",4,"28-Aug-75","27-Dec-01"
"749","48_439_0061","Schwartz Roof","-97.331944","32.798611",4,"1-Jan-71","8-Mar-83"
"750","48_439_0062","Northeast 36th","-97.353889","32.736111",4,"1-Jan-83","21-Jun-88"
"751","48_439_0063","FORT WORTH PORTALES","-97.468889","32.741667",4,"1-Jan-85","7-Apr-02"
"752","48_439_0066","Handley Church Roof","-97.218056","32.733889",4,"1-Jan-71","31-Dec-80"
"753","48_439_0067","East Felix","-97.3225","32.676389",4,"1-Jan-71","31-Dec-75"
"754","48_439_0068","University  at Harley","-97.350556","32.738056",4,"1-Jan-72","27-Jun-88"
"755","48_439_0069","Cherry at Elizabeth","-97.455556","32.734722",4,"1-Jan-71","31-Dec-75"
"756","48_439_0070","Felix at Vermont","-97.323056","32.675556",4,"1-Jan-78","27-Jun-88"
"757","48_439_0075","Eagle Mountain Lake","-97.4771754","32.9878908",4,"6-Jun-00",""
"758","48_439_0089","Fort Worth Yuma","-97.308013","32.700483",4,"2-Jul-10","16-Sep-10"
"759","48_439_0097","Fort Worth Berry","-97.310001","32.70299",4,"2-Jul-10","16-Sep-10"
"760","48_439_1001","Trinity High School","-97.098056","32.841389",4,"1-Jan-75","31-Dec-81"
"761","48_439_1002","Fort Worth Northwest","-97.3565675","32.8058183",4,"1-Jan-75",""
"762","48_439_1003","FIRE DEPT DOWNTOWN","-97.328056","32.759722",4,"1-Jan-76","31-Dec-01"
"763","48_439_1004","University Drive 2","-97.360556","32.7575",4,"1-Jan-69","31-Dec-75"
"764","48_439_1005","Grand Avenue","-97.345833","32.773333",4,"1-Jan-69","31-Dec-71"
"765","48_439_1006","Haws Athletic Center","-97.3423337","32.7591432",4,"1-Apr-01",""
"766","48_439_1009","Everman Johnson Park","-97.290353","32.621136",4,"28-Jun-11",""
"767","48_439_1018","Arlington UT Campus","-97.108333","32.726111",4,"20-Sep-12",""
"768","48_439_1053","Fort Worth California Parkway North","-97.338056","32.664722",4,"12-Mar-15",""
"769","48_439_1062","Kennedale Treepoint Drive","-97.200278","32.658889",4,"29-Jun-12",""
"770","48_439_1065","Fort Worth Joe B. Rushing Road","-97.2911778","32.6724056",4,"17-Sep-13",""
"771","48_439_1503","Fort Worth Benbrook Lake","-97.442658","32.646711",4,"1-Oct-13",""
"772","48_439_2001","USEPA-484392001","-97.333611","32.750278",4,"1-Jan-58","31-Dec-81"
"773","48_439_2002","TCEQ-484392002","-97.353333","32.944167",4,"1-Jan-81","31-Dec-82"
"774","48_439_2003","Keller","-97.282088","32.9224736",4,"11-Feb-81",""
"775","48_439_3001","Hwy 121 &amp; Dam Road","-97.055556","32.950556",4,"1-Jan-75","31-Dec-81"
"776","48_439_3002","FIRE STATION AT GRAPEVINE","-97.069722","32.943611",4,"29-Jun-94","17-Nov-96"
"777","48_439_3004","AT THE DALLAS/FORT WORTH AIRPORT","-97.043889","32.923611",4,"12-Aug-94","27-May-96"
"778","48_439_3005","DFW AIRPORT #2","-97.043611","32.925833",4,"15-Aug-96","30-Jun-00"
"779","48_439_3006","FORT WORTH LOCAL PROGRAM HQS","-97.248611","32.693056",4,"31-Dec-98","1-Sep-05"
"780","48_439_3007","FAA #2 / #3","-97.0661","32.8319",4,"13-Mar-00","28-Feb-03"
"781","48_439_3008","DIAMOND HILL","-97.336944","32.810833",4,"14-Mar-01","1-Sep-05"
"782","48_439_3009","Grapevine Fairway","-97.0637211","32.9842596",4,"4-Aug-00",""
"783","48_439_3010","Stage Coach","-97.47033","32.7392",4,"1-Jan-02",""
"784","48_439_3011","Arlington Municipal Airport","-97.0885849","32.6563574",4,"17-Jan-02",""
"785","48_439_5007","Arlington Airport KGKY","-97.095833","32.663889",4,"22-Jan-03",""
"786","48_441_0001","Abilene Central Fire Station","-99.741667","32.4525",3,"1-Jan-61","27-Dec-84"
"787","48_441_0002","Abilene State Park","-99.8825","32.235556",3,"1-Jan-79","1-Apr-84"
"788","48_441_1509","Abilene North 3rd Street","-99.729799","32.451011",3,"18-Dec-13",""
"789","48_441_5015","Abilene KABI","-99.681944","32.411389",3,"1-Aug-05",""
"790","48_449_0001","Mount Pleasant Water Treatment Plant","-94.976944","33.18",5,"1-Jan-73","20-Nov-82"
"791","48_449_1078","Cookville FM 4855","-94.8474","33.0752",5,"7-Dec-16",""
"792","48_451_0001","San Angelo City Hall","-100.4375","31.465",8,"1-Jan-61","31-Dec-76"
"793","48_451_1001","Fish Hatchery #1","-100.435","31.461111",8,"1-Jan-69","31-Dec-84"
"794","48_451_5016","San Angelo KSJT","-100.496389","31.357778",8,"2-Sep-05",""
"795","48_453_0001","Austin City Hall","-97.744444","30.271111",11,"1-Jan-58","16-Sep-71"
"796","48_453_0002","East 53rd","-97.714444","30.313333",11,"1-Jan-67","31-Dec-81"
"797","48_453_0003","PARMER LANE CAMS 25","-97.706944","30.42",11,"1-Jan-81","28-Feb-97"
"798","48_453_0004","Austin City-County Health Department","-97.733889","30.271111",11,"1-Jan-71","24-Jun-83"
"799","48_453_0005","Mollie Dawson School","-97.766667","30.236111",11,"1-Jan-72","24-Jun-83"
"800","48_453_0006","Research Blvd Fire Station","-97.711667","30.346944",11,"1-Jan-72","24-Jun-76"
"801","48_453_0007","Govalle Fire Station","-97.694444","30.2625",11,"1-Jan-72","31-Dec-76"
"802","48_453_0008","Balcones Drive Fire Station","-97.758333","30.337222",11,"1-Jan-72","31-Dec-81"
"803","48_453_0010","Ridgetop School","-97.716389","30.3125",11,"1-Jan-73","30-Dec-96"
"804","48_453_0011","Hunters Glen","-97.7875","30.212778",11,"1-Jan-73","31-Dec-81"
"805","48_453_0012","TACB Headquarters","-97.7375","30.373611",11,"1-Jan-74","31-Dec-81"
"806","48_453_0013","Lavaca &amp; 17th","-97.739444","30.276389",11,"1-Jan-76","31-Dec-81"
"807","48_453_0014","Austin Northwest","-97.7602554","30.3544356",11,"1-Jan-79",""
"808","48_453_0015","TCEQ-484530015","-97.702778","30.238889",11,"1-Jan-79","31-Dec-01"
"809","48_453_0016","Webberville Road","-97.709444","30.265278",11,"1-Jan-81","14-Nov-99"
"810","48_453_0017","AUSTIN DOWNTOWN C32","-97.746111","30.264167",11,"1-Jun-88","19-May-98"
"811","48_453_0020","Austin Audubon Society","-97.8723005","30.4831681",11,"28-Feb-97",""
"812","48_453_0021","Austin Webberville Rd","-97.7128831","30.2632079",11,"29-Sep-99",""
"813","48_453_0326","Zavala Elementary","-97.7203007","30.2583319",11,"18-Feb-09",""
"814","48_453_0613","PFLUGERVILLE WASTEWATER","-97.601389","30.418611",11,"10-Dec-02","3-Nov-06"
"815","48_453_1001","Camp Croft at Westlake High Road","-97.816667","30.282778",11,"1-Jan-73","31-Dec-75"
"816","48_453_1002","Mount Larson","-97.805556","30.319444",11,"1-Jan-73","31-Dec-81"
"817","48_453_1026","Austin 5th Street","-97.7209","30.259506",11,"4-Sep-14","29-Oct-15"
"818","48_453_1068","Austin North Interstate 35","-97.69166","30.35386",11,"16-Apr-14",""
"819","48_453_1603","Gorzycki Middle School","-97.893744","30.216397",11,"16-Apr-14",""
"820","48_453_1605","St. Edwards University","-97.754395","30.228536",11,"22-Jan-16",""
"821","48_453_5001","Camp Mabry KATT","-97.7613889","30.3136111",11,"15-Sep-98",""
"822","48_453_5003","Austin Bergstrom KAUS","-97.67","30.1944444",11,"17-Jun-04",""
"823","48_465_0002","Del Rio Central Fire Station","-100.916667","29.375",16,"1-Jan-74","31-Dec-78"
"824","48_465_0003","Lake Amistad","-100.997778","29.470833",16,"4-Aug-04","1-Aug-05"
"825","48_465_5017","Del Rio KDRT","-100.925833","29.372778",16,"1-Aug-05",""
"826","48_469_0001","Victoria Water Treatment Plant","-96.984444","28.820556",14,"1-Jan-75","1-Jan-81"
"827","48_469_0003","Victoria","-97.0055298","28.8361697",14,"1-Apr-89",""
"828","48_469_0004","Victoria Rabbit Run C602","-96.8536111","28.7513889",14,"19-Jul-00","23-Feb-06"
"829","48_469_0609","Inez","-96.78513","28.89962",14,"9-Jul-10",""
"830","48_471_0001","Huntsville Shop Building","-95.544722","30.723333",12,"1-Jan-75","1-Jan-78"
"831","48_471_5012","Huntsville KUTS","-95.587222","30.755278",12,"1-Aug-05",""
"832","48_473_0001","Texas Highway Department Yard","-96.065833","30.094444",12,"1-Jan-90","1-Jan-91"
"833","48_479_0001","San Bernardo Avenue","-99.501389","27.525",16,"1-Jan-67","31-Dec-74"
"834","48_479_0002","USEPA-484790002","-99.517222","27.509722",16,"1-Jan-67","31-Dec-72"
"835","48_479_0003","Fire Station #1","-99.513889","27.508333",16,"1-Jan-71","31-Dec-73"
"836","48_479_0004","Guadelupe","-99.480556","27.508611",16,"1-Jan-71","31-Dec-72"
"837","48_479_0005","Beulah Masterson School","-99.479167","27.416944",16,"1-Jan-71","31-Dec-73"
"838","48_479_0006","Saint Joseph Academy","-99.495833","27.5125",16,"1-Jan-71","31-Dec-72"
"839","48_479_0007","Highway Department","-99.500278","27.559722",16,"1-Jan-71","31-Dec-72"
"840","48_479_0008","Faria School","-99.511111","27.538889",16,"1-Jan-71","31-Dec-72"
"841","48_479_0009","Fort McIntosh","-99.506944","27.507222",16,"1-Jan-71","31-Dec-72"
"842","48_479_0010","New Health Building","-99.494444","27.519444",16,"1-Jan-71","31-Dec-72"
"843","48_479_0011","Fire Station #5","-99.473611","27.519444",16,"1-Jan-71","31-Dec-72"
"844","48_479_0012","Old Health Building","-99.466944","27.500278",16,"1-Jan-71","31-Dec-72"
"845","48_479_0013","North Highway Department","-99.500278","27.558333",16,"1-Jan-76","31-Dec-81"
"846","48_479_0014","Cedar Street","-99.49","27.519722",16,"1-Jan-83","29-May-89"
"847","48_479_0015","Laredo Junior College","-99.504167","27.501389",16,"5-Apr-90","18-Nov-95"
"848","48_479_0016","Laredo Vidaurri","-99.5152185","27.5174485",16,"15-Feb-96",""
"849","48_479_0017","Laredo Bridge","-99.5029843","27.5018255",16,"21-Sep-99",""
"850","48_479_0313","World Trade Bridge","-99.533333","27.599444",16,"13-Aug-02",""
"851","48_485_0001","USEPA-484850001","-98.495833","33.910556",3,"1-Jan-61","31-Dec-80"
"852","48_485_0002","Third Street","-98.505556","33.915833",3,"1-Jan-67","30-Dec-96"
"853","48_485_0315","Wichita Falls","-98.5717882","33.8630221",3,"14-Mar-05","24-Feb-14"
"854","48_485_0652","WICHITA FALLS   TEXAQSII","-98.459722","33.870278",3,"1-Aug-05","14-Feb-07"
"855","48_485_1508","Wichita Falls MWSU","-98.506096","33.849304",3,"19-Dec-13",""
"856","48_491_0674","CAPCOG Round Rock","-97.685","30.532778",11,"2-Jun-06","31-Oct-10"
"857","48_491_0690","CAPCOG Lake Georgetown","-97.734579","30.6664421",11,"20-Sep-07",""
"858","48_491_6602","CAPCOG Hutto College Street","-97.541794","30.545706",11,"18-May-11",""
"859","48_493_1038","Floresville Hospital Boulevard","-98.14806","29.130675",13,"18-Jul-13",""
"860","48_497_0001","Bridgeport Water Filtration Plant","-97.760833","33.219167",4,"1-Jan-75","26-Dec-82"
"861","48_497_0087","Decatur Airfield","-97.583333","33.253333",4,"6-May-87","30-Sep-87"
"862","48_497_0088","Decatur Thompson","-97.584445","33.221721",4,"6-Oct-10",""
"863","48_497_1001","Chico High School","-97.659722","33.291667",4,"1-Jan-83","27-Dec-84"
"864","48_497_1064","Rhome Seven Hills Road","-97.486618","33.044028",4,"12-Nov-12",""
"865","80_006_0001","NE of Ave De La Industria &amp; Thomas Fernandez Intersection","-106.396111","31.718611",NA,"4-Jun-90","31-Dec-98"
"866","80_006_0002","Pestalozzi","-106.428889","31.731389",NA,"4-Jun-90","18-Jun-07"
"867","80_006_0003","Zenco","-106.443056","31.638056",NA,"4-Jun-90","30-Jun-09"
"868","80_006_0004","CD Juarez Advance","-106.459722","31.689722",NA,"4-Jun-90",""
"869","80_006_0005","Benito Juarez Police Station","-106.3545","31.654",NA,"1-Jul-10",""
"870","80_006_0006","CD Juarez 20 30 Club","-106.459722","31.735556",NA,"22-Jul-96",""
"871","80_006_0007","CD Juarez Delphi","-106.395278","31.712222",NA,"28-Feb-95",""
"872","80_006_0010","Presidentia Municipal/City Hall","-104.4153","29.5311",NA,"17-Nov-03","23-Feb-04"
"873","80_006_0011","Ninez Mexicana Juarez","-106.4542","31.66127",NA,"12-Aug-10",""
